,Platform,Active_Users_M,Avg_Rating,Problems_Count,Problems_Difficulty,Job_Integration,Contest_Frequency,Pricing_Model,Founded_Year,Mobile_App_Available,Certifications_Offered,Learning_Paths,Forum_Activity_Level,Platform_Score
4947,LeetCode,4.0,4.4,1782,Easy,No,Monthly,Free,2007,False,False,6,High,72
4948,HackerRank,19.6,5.0,1414,Hard,Yes,Weekly,Freemium,2005,False,False,4,Low,108
4949,CodeChef,2.8,4.1,1782,Medium,No,Weekly,Freemium,2015,True,True,6,Medium,75
4950,LeetCode,2.2,4.8,3282,Hard,Limited,Monthly,Freemium,2021,True,False,2,Low,68
4951,CodeChef,9.6,4.2,978,Varied,Limited,Weekly,Free,2009,True,True,1,Low,77
4952,HackerRank,15.8,3.8,2334,Easy,Yes,Weekly,Free,2008,True,False,9,High,103
4953,Codeforces,7.0,4.2,558,Hard,Yes,Biweekly,Freemium,2013,False,True,7,High,94
4954,LeetCode,29.4,3.7,2542,Hard,No,Monthly,Paid,2021,True,False,3,Medium,94
4955,HackerRank,13.8,4.2,550,Easy,Yes,Biweekly,Paid,2009,False,True,1,High,90
4956,CodeChef,5.1,4.0,2144,Hard,No,Weekly,Free,2009,True,True,5,Medium,74
4957,Codeforces,2.2,5.0,2628,Hard,Limited,Weekly,Paid,2017,False,False,8,Medium,84
4958,Codeforces,3.9,3.7,1140,Hard,No,Weekly,Free,2016,True,True,7,Medium,73
4959,LeetCode,8.7,4.4,2571,Easy,No,Biweekly,Freemium,2012,False,False,1,Low,68
4960,HackerRank,24.3,4.7,906,Medium,Limited,Biweekly,Free,2014,True,False,5,High,109
4961,LeetCode,12.2,4.8,855,Medium,No,Weekly,Free,2016,True,False,10,Medium,97
4962,CodeChef,15.5,4.8,1261,Medium,Yes,Weekly,Paid,2008,True,True,3,Medium,102
4963,HackerRank,26.8,4.5,1050,Easy,Limited,Weekly,Freemium,2022,True,True,6,High,122
4964,LeetCode,29.8,4.6,1999,Hard,No,Weekly,Free,2022,True,False,8,High,120
4965,LeetCode,23.2,4.9,1906,Easy,No,Occasionally,Paid,2020,True,False,1,Medium,93
4966,LeetCode,2.9,4.0,1846,Easy,Limited,Occasionally,Paid,2021,False,False,6,High,70
4967,LeetCode,24.0,3.7,1354,Varied,Limited,Weekly,Free,2021,False,True,3,Low,98
4968,CodeChef,7.2,4.9,949,Easy,Yes,Weekly,Free,2007,True,False,2,High,87
4969,Codeforces,15.0,4.2,774,Medium,Yes,Occasionally,Free,2011,True,False,7,High,98
4970,CodeChef,29.2,4.2,1226,Varied,Yes,Occasionally,Paid,2015,True,False,3,Low,107
4971,HackerRank,5.3,3.8,1358,Easy,Limited,Weekly,Paid,2015,False,True,4,High,76
4972,LeetCode,23.8,4.4,2429,Easy,Limited,Biweekly,Free,2016,True,True,6,Medium,111
4973,LeetCode,17.3,3.6,2837,Varied,Yes,Occasionally,Free,2017,False,False,3,Medium,86
4974,CodeChef,24.8,3.6,1599,Hard,Yes,Weekly,Free,2007,True,True,10,High,121
4975,CodeChef,16.3,3.6,1005,Medium,Yes,Monthly,Freemium,2005,False,True,6,Medium,97
4976,Codeforces,26.5,4.0,733,Varied,Limited,Monthly,Paid,2017,True,False,5,Medium,102
4977,LeetCode,6.6,4.8,3966,Easy,Yes,Occasionally,Freemium,2022,True,True,10,Low,101
4978,LeetCode,24.6,4.2,1238,Varied,No,Biweekly,Free,2006,True,True,5,Medium,103
4979,CodeChef,22.3,4.2,2720,Easy,Limited,Monthly,Free,2010,False,False,9,Low,104
4980,CodeChef,24.0,3.7,2042,Hard,Limited,Occasionally,Paid,2013,True,True,1,Low,90
4981,CodeChef,21.5,4.8,595,Easy,Yes,Weekly,Freemium,2014,False,False,3,High,111
4982,LeetCode,21.4,3.5,1203,Easy,Limited,Monthly,Paid,2005,False,True,5,Low,92
4983,Codeforces,1.7,4.5,3748,Varied,Limited,Monthly,Paid,2015,False,False,4,Medium,68
4984,HackerRank,19.8,4.8,743,Varied,No,Occasionally,Paid,2009,True,True,1,Low,90
4985,CodeChef,16.3,3.8,3645,Medium,Yes,Monthly,Paid,2015,False,False,8,Low,93
4986,Codeforces,9.4,4.6,2433,Varied,Yes,Monthly,Paid,2022,False,True,9,Medium,100
4987,HackerRank,28.9,4.7,3933,Easy,Yes,Biweekly,Freemium,2009,True,False,9,Low,127
4988,HackerRank,23.5,4.4,1409,Hard,Yes,Weekly,Free,2019,True,True,8,High,123
4989,HackerRank,10.0,3.6,3451,Easy,No,Biweekly,Freemium,2020,True,True,7,Low,79
4990,Codeforces,25.1,4.8,3818,Hard,No,Biweekly,Freemium,2010,False,False,7,High,113
4991,HackerRank,18.8,3.6,871,Easy,No,Monthly,Freemium,2017,True,False,4,Low,80
4992,Codeforces,14.6,4.8,932,Medium,Yes,Weekly,Free,2016,False,False,2,High,97
4993,LeetCode,15.2,4.4,2287,Easy,Limited,Weekly,Free,2010,False,True,4,Medium,96
4994,Codeforces,4.5,4.4,2495,Easy,Yes,Occasionally,Paid,2021,True,True,2,Low,75
4995,LeetCode,15.8,4.9,3651,Easy,Limited,Occasionally,Freemium,2020,True,True,10,Medium,113
4996,LeetCode,7.3,3.8,3738,Medium,Limited,Weekly,Freemium,2017,False,True,6,Low,82
4997,HackerRank,13.6,4.2,951,Varied,No,Occasionally,Free,2008,True,False,4,Low,76
4998,Codeforces,15.3,4.1,2183,Hard,No,Biweekly,Freemium,2013,True,False,6,High,89
4999,Codeforces,26.7,4.4,2918,Medium,Limited,Occasionally,Freemium,2021,False,False,2,Medium,103
5000,HackerRank,17.9,4.2,2460,Medium,Limited,Occasionally,Free,2013,False,False,6,Medium,94
5001,HackerRank,4.7,3.8,1661,Varied,Yes,Occasionally,Paid,2006,True,True,6,Low,77
5002,HackerRank,19.6,3.8,2184,Medium,Limited,Weekly,Freemium,2017,True,False,10,Medium,105
5003,CodeChef,18.4,3.6,715,Hard,Limited,Occasionally,Freemium,2007,True,True,2,High,90
5004,LeetCode,4.5,4.7,2460,Easy,Limited,Monthly,Free,2010,True,False,8,Low,81
5005,LeetCode,18.1,4.6,3857,Varied,Limited,Weekly,Free,2013,False,False,8,Medium,105
5006,CodeChef,20.8,4.0,2485,Easy,Limited,Occasionally,Freemium,2006,True,False,2,Low,88
5007,LeetCode,21.5,4.1,3414,Medium,Yes,Weekly,Free,2019,True,False,8,Low,108
5008,CodeChef,21.5,4.7,3439,Medium,No,Weekly,Free,2008,True,False,4,High,100
5009,LeetCode,14.7,4.6,3444,Hard,Yes,Occasionally,Free,2012,True,False,8,Low,100
5010,LeetCode,19.2,4.8,3192,Hard,No,Weekly,Freemium,2006,False,True,4,Low,101
5011,CodeChef,17.0,3.7,1847,Easy,No,Weekly,Free,2020,False,True,3,Medium,84
5012,Codeforces,12.3,4.9,3132,Easy,Yes,Occasionally,Freemium,2012,False,True,7,High,108
5013,LeetCode,10.7,4.7,2381,Hard,No,Occasionally,Paid,2014,False,False,4,High,80
5014,HackerRank,20.8,4.9,2343,Varied,No,Occasionally,Free,2006,False,False,8,High,106
5015,LeetCode,9.7,4.7,2849,Medium,Limited,Monthly,Paid,2014,True,False,2,High,80
5016,Codeforces,7.3,4.7,3694,Easy,Limited,Monthly,Freemium,2013,True,False,7,Medium,87
5017,Codeforces,14.7,4.5,1827,Medium,Yes,Weekly,Free,2005,True,True,7,Medium,107
5018,LeetCode,28.5,4.8,3652,Varied,Yes,Occasionally,Paid,2015,True,True,7,Medium,127
5019,Codeforces,8.6,4.2,3762,Hard,No,Weekly,Freemium,2010,True,False,5,Medium,78
5020,CodeChef,21.2,4.1,3943,Easy,Yes,Monthly,Freemium,2010,False,False,1,High,97
5021,LeetCode,29.0,3.8,2650,Hard,No,Biweekly,Free,2009,True,False,7,Medium,104
5022,Codeforces,17.2,4.5,2872,Varied,Limited,Occasionally,Free,2008,True,False,1,Low,84
5023,Codeforces,18.5,4.3,3011,Medium,Limited,Monthly,Paid,2006,True,False,5,High,95
5024,CodeChef,13.2,4.0,560,Easy,Yes,Weekly,Free,2010,False,False,1,Medium,83
5025,LeetCode,27.2,5.0,775,Hard,Limited,Biweekly,Paid,2020,True,True,3,Low,113
5026,HackerRank,4.1,4.8,1276,Varied,Yes,Monthly,Free,2010,True,True,2,High,83
5027,Codeforces,7.7,4.5,3868,Easy,No,Occasionally,Paid,2014,True,False,5,Low,72
5028,LeetCode,4.0,4.8,3314,Medium,Yes,Weekly,Free,2005,True,False,6,Low,85
5029,HackerRank,3.8,4.0,2069,Medium,Limited,Occasionally,Freemium,2019,True,True,3,Low,70
5030,Codeforces,9.8,4.7,1566,Medium,Yes,Monthly,Paid,2018,False,False,10,Low,97
5031,Codeforces,26.8,4.6,734,Easy,Yes,Biweekly,Free,2007,True,True,1,Low,110
5032,CodeChef,6.1,4.5,2248,Varied,Yes,Biweekly,Free,2013,True,True,9,Medium,96
5033,HackerRank,8.3,4.8,2521,Medium,No,Occasionally,Paid,2005,False,True,8,Medium,88
5034,CodeChef,28.4,3.6,1476,Medium,No,Occasionally,Free,2017,True,False,1,Low,87
5035,HackerRank,10.3,4.9,2043,Medium,Limited,Monthly,Free,2005,False,False,3,Low,81
5036,Codeforces,3.4,4.2,652,Medium,Yes,Monthly,Free,2008,True,False,2,High,71
5037,Codeforces,3.1,4.7,3380,Varied,No,Biweekly,Freemium,2016,True,True,8,Medium,84
5038,HackerRank,21.1,4.3,1007,Varied,Limited,Biweekly,Free,2017,False,False,4,High,99
5039,LeetCode,29.2,4.2,3872,Medium,No,Monthly,Freemium,2013,False,False,7,Medium,110
5040,LeetCode,19.1,3.7,1254,Varied,No,Occasionally,Freemium,2007,False,False,6,Low,86
5041,Codeforces,24.0,3.6,940,Medium,Limited,Biweekly,Paid,2010,True,False,6,Medium,97
5042,HackerRank,1.2,4.9,2483,Hard,Limited,Occasionally,Free,2017,True,False,3,Medium,70
5043,HackerRank,6.1,4.5,2716,Easy,Yes,Biweekly,Freemium,2006,False,True,2,High,86
5044,HackerRank,8.4,4.6,804,Hard,Yes,Occasionally,Freemium,2007,True,False,8,Low,93
5045,LeetCode,26.1,4.1,3618,Medium,Limited,Biweekly,Paid,2022,True,True,10,Low,116
5046,LeetCode,27.4,4.8,3099,Medium,Limited,Biweekly,Free,2022,True,False,7,High,119
5047,Codeforces,26.4,3.7,2802,Varied,No,Biweekly,Freemium,2020,False,False,10,Medium,108
5048,CodeChef,1.7,4.4,2257,Easy,No,Biweekly,Free,2014,False,True,6,Low,71
5049,LeetCode,5.7,4.6,1268,Varied,Yes,Occasionally,Paid,2021,False,True,5,Low,85
5050,Codeforces,10.0,4.6,1457,Medium,Limited,Occasionally,Freemium,2016,False,False,8,High,94
5051,CodeChef,22.3,3.9,3374,Varied,Yes,Monthly,Freemium,2022,False,False,10,High,114
5052,Codeforces,15.6,5.0,1832,Varied,Limited,Occasionally,Paid,2019,True,True,10,High,112
5053,HackerRank,13.0,4.0,3409,Varied,No,Occasionally,Free,2009,False,True,1,Medium,74
5054,CodeChef,22.0,4.5,1891,Medium,No,Monthly,Free,2018,False,False,3,Low,90
5055,Codeforces,29.7,4.5,2722,Hard,No,Monthly,Free,2022,True,False,5,Medium,108
5056,CodeChef,9.9,3.9,1926,Medium,Yes,Weekly,Paid,2021,True,True,6,High,93
5057,Codeforces,2.7,4.7,3273,Easy,Yes,Monthly,Freemium,2008,False,False,10,High,93
5058,Codeforces,6.8,4.4,2387,Medium,Limited,Monthly,Paid,2006,True,True,7,High,87
5059,Codeforces,15.7,4.3,634,Varied,Yes,Occasionally,Freemium,2005,False,False,2,Medium,91
5060,HackerRank,27.0,3.7,1552,Medium,No,Biweekly,Free,2017,False,True,8,Low,106
5061,LeetCode,5.5,4.2,2183,Medium,Yes,Monthly,Freemium,2013,True,True,10,Medium,95
5062,HackerRank,17.9,3.9,2608,Easy,Limited,Weekly,Freemium,2005,True,False,3,High,92
5063,Codeforces,17.5,4.9,3224,Hard,No,Biweekly,Paid,2012,False,True,7,Medium,102
5064,LeetCode,10.7,4.4,663,Medium,No,Monthly,Free,2017,True,False,6,Low,78
5065,LeetCode,25.9,3.5,2423,Medium,Limited,Monthly,Freemium,2009,True,False,10,Medium,109
5066,HackerRank,5.0,3.5,1116,Easy,Yes,Occasionally,Paid,2011,False,True,10,Low,82
5067,HackerRank,21.4,3.7,949,Varied,No,Monthly,Free,2020,False,True,10,Low,100
5068,CodeChef,9.1,3.8,2043,Easy,Limited,Monthly,Freemium,2011,False,True,7,Low,84
5069,Codeforces,14.9,5.0,1961,Varied,Limited,Weekly,Paid,2021,False,False,1,Medium,89
5070,CodeChef,23.9,4.6,3007,Medium,Yes,Occasionally,Paid,2014,True,True,5,Low,112
5071,HackerRank,21.9,4.7,3267,Easy,No,Monthly,Freemium,2010,True,False,7,Low,102
5072,CodeChef,19.8,3.5,1719,Medium,No,Weekly,Free,2012,True,True,10,Medium,101
5073,LeetCode,5.0,4.6,3994,Hard,Limited,Monthly,Free,2018,True,False,4,High,76
5074,CodeChef,17.0,4.3,2709,Medium,No,Weekly,Freemium,2007,False,True,1,Medium,88
5075,HackerRank,3.2,3.7,3655,Hard,Limited,Monthly,Free,2021,True,True,2,Low,62
5076,Codeforces,11.4,3.9,1259,Hard,Limited,Biweekly,Free,2018,False,False,2,Low,72
5077,HackerRank,9.7,3.7,2633,Hard,Limited,Weekly,Paid,2021,True,False,3,Medium,73
5078,Codeforces,21.2,4.3,2628,Hard,Yes,Biweekly,Paid,2021,True,True,9,Medium,116
5079,HackerRank,17.8,4.6,1874,Hard,Yes,Occasionally,Paid,2021,True,False,1,Medium,92
5080,LeetCode,10.7,4.5,2942,Medium,Limited,Biweekly,Free,2019,False,False,1,Low,75
5081,CodeChef,26.9,3.5,983,Easy,No,Monthly,Free,2015,True,False,9,High,103
5082,CodeChef,28.2,3.7,2104,Varied,No,Biweekly,Free,2019,False,False,6,Medium,100
5083,LeetCode,15.2,4.9,2172,Varied,No,Biweekly,Free,2018,False,True,9,Low,102
5084,LeetCode,10.1,3.9,1473,Medium,Yes,Occasionally,Paid,2019,True,False,7,Low,83
5085,LeetCode,16.8,3.6,3753,Medium,Yes,Occasionally,Paid,2015,True,False,10,High,100
5086,CodeChef,17.8,3.6,3420,Hard,Yes,Weekly,Paid,2005,False,False,10,Low,101
5087,Codeforces,18.4,4.9,3018,Varied,No,Biweekly,Paid,2019,True,False,2,High,91
5088,CodeChef,11.6,4.6,3549,Hard,No,Monthly,Free,2010,False,False,9,Medium,89
5089,CodeChef,16.6,3.6,554,Easy,Yes,Biweekly,Free,2014,True,False,2,High,86
5090,CodeChef,24.1,4.7,3842,Medium,Yes,Monthly,Free,2013,True,True,8,High,124
5091,Codeforces,10.9,4.6,2264,Medium,Yes,Monthly,Paid,2015,False,False,1,Medium,81
5092,HackerRank,18.5,3.7,1848,Easy,Limited,Biweekly,Freemium,2017,True,True,2,Medium,90
5093,LeetCode,21.4,4.0,3450,Easy,Yes,Occasionally,Paid,2021,True,True,9,Low,110
5094,HackerRank,29.1,3.9,2695,Hard,No,Biweekly,Free,2019,False,False,2,Medium,96
5095,HackerRank,23.7,4.7,3043,Hard,Yes,Biweekly,Paid,2011,True,True,6,Medium,118
5096,LeetCode,26.8,3.6,2283,Easy,Limited,Biweekly,Free,2020,False,True,1,Low,95
5097,HackerRank,29.6,4.5,1501,Varied,Yes,Weekly,Freemium,2020,False,True,6,High,131
5098,HackerRank,7.5,3.6,1801,Varied,No,Occasionally,Paid,2010,False,True,1,Low,59
5099,CodeChef,27.1,3.5,2579,Medium,Yes,Biweekly,Free,2009,True,False,6,Low,105
5100,Codeforces,19.0,5.0,3082,Varied,Limited,Monthly,Freemium,2011,True,False,1,High,98
5101,LeetCode,9.3,4.0,3334,Varied,No,Monthly,Freemium,2009,False,True,1,Low,69
5102,LeetCode,25.5,3.8,1155,Varied,Yes,Weekly,Freemium,2010,False,True,2,Low,106
5103,Codeforces,20.4,4.9,2014,Varied,No,Monthly,Free,2010,True,True,7,High,109
5104,HackerRank,16.8,4.0,790,Easy,Limited,Monthly,Freemium,2021,True,False,4,Low,86
5105,CodeChef,11.9,3.8,905,Easy,Yes,Weekly,Freemium,2022,False,False,2,Medium,83
5106,CodeChef,29.2,4.5,3374,Hard,No,Weekly,Freemium,2005,True,False,7,Low,114
5107,LeetCode,7.4,4.4,3410,Easy,No,Monthly,Freemium,2008,False,True,1,Medium,72
5108,LeetCode,21.8,3.7,2994,Hard,Limited,Occasionally,Paid,2006,True,True,6,Medium,99
5109,CodeChef,10.7,4.5,728,Hard,Yes,Biweekly,Freemium,2021,False,True,3,High,95
5110,HackerRank,4.0,3.6,3043,Easy,Yes,Occasionally,Paid,2018,False,False,2,High,65
5111,HackerRank,4.8,4.5,849,Easy,Yes,Occasionally,Free,2018,True,False,8,Medium,86
5112,HackerRank,27.7,4.0,3430,Varied,Limited,Weekly,Paid,2019,True,False,2,High,103
5113,LeetCode,25.8,4.4,1276,Easy,No,Biweekly,Free,2015,True,True,2,Medium,101
5114,Codeforces,10.1,4.1,1290,Easy,Yes,Occasionally,Free,2021,True,False,9,Low,90
5115,Codeforces,8.2,3.6,3058,Varied,No,Biweekly,Freemium,2018,False,True,1,Low,64
5116,LeetCode,15.5,4.2,2463,Medium,Yes,Occasionally,Paid,2019,True,True,1,High,91
5117,Codeforces,12.6,3.8,1322,Medium,Yes,Monthly,Freemium,2010,True,False,6,Low,87
5118,Codeforces,16.0,3.6,3437,Easy,Limited,Weekly,Paid,2007,False,False,5,Medium,85
5119,LeetCode,21.5,3.8,3223,Medium,Yes,Occasionally,Free,2022,False,False,1,Low,88
5120,LeetCode,17.9,3.6,802,Easy,Yes,Monthly,Freemium,2009,False,True,1,High,92
5121,HackerRank,1.2,4.2,695,Medium,No,Occasionally,Paid,2016,True,True,1,Medium,58
5122,Codeforces,9.4,4.7,1030,Medium,Limited,Occasionally,Paid,2011,False,False,8,Medium,89
5123,Codeforces,3.1,4.6,1316,Easy,No,Occasionally,Freemium,2012,True,True,2,High,72
5124,LeetCode,6.4,4.6,2348,Medium,No,Occasionally,Paid,2016,True,True,8,Medium,84
5125,CodeChef,2.3,4.0,638,Easy,No,Monthly,Paid,2013,False,True,3,Low,59
5126,CodeChef,23.8,3.9,1853,Easy,No,Occasionally,Paid,2017,True,True,10,Low,105
5127,LeetCode,27.7,3.9,1412,Varied,Limited,Monthly,Freemium,2014,False,False,3,Medium,102
5128,CodeChef,26.5,4.3,1672,Hard,No,Monthly,Free,2008,True,False,6,Medium,103
5129,CodeChef,7.0,4.4,1432,Varied,No,Weekly,Paid,2007,True,False,5,High,76
5130,LeetCode,26.1,3.6,1797,Easy,Yes,Biweekly,Paid,2018,True,False,3,High,101
5131,CodeChef,10.7,4.9,1871,Easy,No,Monthly,Freemium,2017,False,False,5,Low,83
5132,LeetCode,20.5,4.7,1580,Varied,No,Weekly,Freemium,2020,False,False,5,Low,99
5133,Codeforces,5.9,4.5,3335,Medium,Limited,Weekly,Free,2015,True,True,1,Low,75
5134,LeetCode,16.8,4.0,1488,Easy,No,Monthly,Freemium,2016,True,False,8,Low,89
5135,Codeforces,16.3,4.8,2507,Hard,Limited,Biweekly,Free,2009,False,True,7,Medium,105
5136,HackerRank,25.3,5.0,1696,Hard,No,Monthly,Free,2009,True,False,7,High,112
5137,LeetCode,23.5,4.1,2258,Medium,No,Monthly,Freemium,2007,False,True,10,Medium,111
5138,CodeChef,26.5,4.8,2093,Varied,Limited,Monthly,Freemium,2022,False,False,5,Medium,113
5139,LeetCode,7.1,3.6,3983,Medium,No,Biweekly,Paid,2019,True,True,3,Low,64
5140,HackerRank,1.5,4.8,515,Easy,No,Monthly,Free,2010,True,True,9,Low,79
5141,HackerRank,22.5,4.8,1256,Medium,Yes,Occasionally,Freemium,2018,False,True,1,Low,107
5142,HackerRank,1.4,4.9,2163,Hard,Yes,Biweekly,Freemium,2013,True,False,3,Low,76
5143,HackerRank,19.4,4.1,2938,Varied,Limited,Weekly,Freemium,2008,True,False,6,Low,98
5144,HackerRank,1.8,4.3,3561,Hard,No,Biweekly,Paid,2017,False,True,1,Medium,61
5145,CodeChef,17.2,4.4,717,Hard,Limited,Monthly,Freemium,2013,False,True,2,High,96
5146,Codeforces,1.6,3.8,2236,Hard,No,Weekly,Freemium,2018,True,True,4,Medium,66
5147,Codeforces,22.3,4.1,2892,Hard,Yes,Biweekly,Free,2009,False,False,4,High,103
5148,CodeChef,26.0,3.5,2132,Medium,Yes,Occasionally,Free,2022,True,True,9,Medium,115
5149,LeetCode,19.3,4.3,3949,Medium,No,Occasionally,Free,2021,False,True,1,Medium,87
5150,HackerRank,9.8,3.5,1981,Medium,Yes,Monthly,Free,2013,False,False,1,Medium,70
5151,LeetCode,24.8,3.9,3708,Easy,Yes,Occasionally,Paid,2011,False,False,3,Medium,99
5152,LeetCode,25.7,4.6,1083,Varied,Yes,Biweekly,Freemium,2009,False,False,6,Low,116
5153,LeetCode,14.3,4.8,3793,Hard,No,Biweekly,Paid,2008,True,True,9,Medium,100
5154,CodeChef,8.0,3.9,1056,Medium,Yes,Monthly,Paid,2017,False,True,1,High,77
5155,CodeChef,10.7,4.5,997,Hard,Yes,Occasionally,Free,2016,False,False,9,Low,95
5156,LeetCode,8.9,4.2,2509,Hard,Limited,Biweekly,Freemium,2010,True,False,10,Medium,91
5157,HackerRank,29.6,4.9,2368,Easy,No,Weekly,Freemium,2009,True,False,10,Low,124
5158,CodeChef,27.6,3.8,2205,Easy,No,Biweekly,Paid,2008,False,False,3,Low,91
5159,LeetCode,26.4,4.2,523,Easy,No,Occasionally,Paid,2017,True,False,7,Low,101
5160,HackerRank,5.1,4.7,2777,Hard,Yes,Monthly,Paid,2005,False,False,6,High,86
5161,CodeChef,9.2,3.6,549,Easy,Yes,Monthly,Freemium,2009,True,False,8,Medium,86
5162,Codeforces,9.3,3.7,912,Varied,Limited,Biweekly,Freemium,2013,True,False,1,High,71
5163,CodeChef,13.6,3.7,2141,Easy,Limited,Biweekly,Free,2018,True,True,5,High,88
5164,LeetCode,28.6,5.0,3723,Medium,No,Biweekly,Free,2021,False,True,8,Medium,123
5165,CodeChef,24.4,4.8,2416,Easy,No,Biweekly,Paid,2007,False,True,7,High,114
5166,CodeChef,26.4,5.0,2744,Easy,Yes,Monthly,Paid,2022,True,True,4,High,122
5167,CodeChef,18.0,4.6,3441,Easy,Yes,Monthly,Freemium,2008,False,False,2,Medium,97
5168,LeetCode,14.8,4.4,2384,Varied,Yes,Monthly,Free,2011,False,True,2,Low,91
5169,Codeforces,22.6,3.9,3678,Easy,Yes,Weekly,Freemium,2017,False,True,7,Low,113
5170,Codeforces,4.8,3.6,1906,Varied,Limited,Occasionally,Paid,2019,True,False,2,High,61
5171,CodeChef,6.2,4.2,3001,Varied,No,Biweekly,Paid,2011,True,True,3,High,72
5172,CodeChef,2.3,3.9,3244,Easy,Limited,Monthly,Free,2011,True,True,1,Low,60
5173,LeetCode,10.9,4.9,1451,Hard,Yes,Occasionally,Freemium,2009,False,False,8,Medium,101
5174,CodeChef,23.4,5.0,1802,Varied,Limited,Weekly,Paid,2005,True,False,8,Medium,116
5175,LeetCode,18.5,4.1,1716,Hard,Limited,Biweekly,Paid,2006,False,True,9,Medium,105
5176,CodeChef,25.8,4.1,2310,Hard,Limited,Occasionally,Free,2006,True,False,3,Medium,99
5177,LeetCode,5.6,4.4,2105,Medium,Limited,Weekly,Paid,2007,True,True,8,Medium,88
5178,Codeforces,6.8,4.8,2023,Hard,Limited,Monthly,Free,2018,True,False,5,High,83
5179,LeetCode,24.3,4.2,2416,Easy,Limited,Monthly,Paid,2005,True,False,6,High,104
5180,LeetCode,14.2,4.7,2685,Varied,No,Monthly,Free,2020,True,False,3,Low,80
5181,CodeChef,14.7,5.0,1816,Varied,Yes,Monthly,Paid,2006,True,False,1,Medium,91
5182,HackerRank,21.5,4.6,1592,Varied,No,Occasionally,Freemium,2022,False,True,7,Low,105
5183,CodeChef,14.9,4.6,2559,Hard,No,Monthly,Paid,2016,True,True,9,Medium,98
5184,LeetCode,22.2,4.4,1478,Medium,Limited,Biweekly,Freemium,2020,False,False,7,High,109
5185,CodeChef,10.5,5.0,705,Hard,No,Biweekly,Paid,2014,True,False,9,Low,90
5186,HackerRank,12.6,4.2,2766,Varied,Limited,Monthly,Freemium,2010,False,False,4,Medium,84
5187,LeetCode,14.5,4.8,2889,Easy,Yes,Biweekly,Free,2015,False,True,9,High,114
5188,CodeChef,23.0,3.5,3639,Hard,Yes,Occasionally,Paid,2019,True,False,6,High,100
5189,CodeChef,18.6,4.9,3116,Hard,Yes,Occasionally,Free,2006,True,True,2,Low,102
5190,LeetCode,11.4,4.7,2270,Hard,No,Occasionally,Paid,2016,False,False,5,High,83
5191,LeetCode,2.7,4.8,2416,Medium,No,Monthly,Freemium,2015,False,True,10,High,89
5192,Codeforces,3.4,4.9,816,Medium,Limited,Biweekly,Paid,2008,True,False,5,High,79
5193,LeetCode,10.2,4.9,3402,Medium,Yes,Occasionally,Freemium,2020,True,False,3,Medium,90
5194,HackerRank,26.6,3.6,2993,Varied,Yes,Weekly,Paid,2014,False,True,1,Medium,103
5195,CodeChef,9.2,3.7,2405,Medium,Yes,Biweekly,Free,2022,False,True,2,Low,77
5196,Codeforces,18.8,4.7,2956,Hard,Limited,Biweekly,Free,2006,True,False,7,Low,101
5197,CodeChef,17.2,4.2,1985,Hard,Limited,Weekly,Paid,2016,False,False,2,Low,85
5198,HackerRank,11.5,4.0,3916,Varied,Limited,Occasionally,Free,2006,False,True,10,Medium,95
5199,HackerRank,10.6,4.8,1161,Medium,No,Occasionally,Free,2014,True,False,6,Low,82
5200,CodeChef,9.5,4.3,1053,Hard,Yes,Monthly,Paid,2010,False,True,4,Medium,87
5201,HackerRank,10.5,5.0,3369,Varied,No,Monthly,Freemium,2018,False,True,4,High,91
5202,HackerRank,15.5,3.6,2289,Medium,Limited,Monthly,Free,2012,False,True,5,High,89
5203,HackerRank,24.6,3.8,681,Hard,Limited,Monthly,Paid,2012,False,True,1,Medium,94
5204,LeetCode,5.7,5.0,2013,Varied,No,Biweekly,Paid,2016,True,False,9,Low,83
5205,LeetCode,5.1,4.5,1637,Varied,Limited,Biweekly,Paid,2005,False,False,4,Medium,74
5206,HackerRank,13.8,3.6,2153,Varied,No,Monthly,Paid,2008,False,True,4,Low,75
5207,LeetCode,3.9,4.6,2969,Medium,Limited,Biweekly,Free,2018,False,False,2,High,72
5208,CodeChef,16.8,4.9,2750,Medium,Limited,Monthly,Free,2016,True,True,6,Medium,104
5209,LeetCode,6.3,4.4,3916,Hard,Limited,Occasionally,Freemium,2018,True,False,9,Low,84
5210,Codeforces,13.0,4.9,3128,Varied,Limited,Biweekly,Paid,2011,False,False,6,Medium,94
5211,Codeforces,20.6,3.9,3975,Easy,Limited,Monthly,Free,2022,True,False,8,High,101
5212,Codeforces,13.2,4.0,1695,Easy,No,Biweekly,Free,2021,True,False,2,Medium,73
5213,LeetCode,6.7,3.7,1558,Hard,No,Weekly,Freemium,2011,False,False,2,Low,62
5214,LeetCode,1.2,4.6,3466,Varied,Limited,Biweekly,Free,2007,True,True,6,Medium,79
5215,CodeChef,16.7,4.3,2200,Easy,Limited,Weekly,Freemium,2013,True,True,10,High,113
5216,Codeforces,15.8,4.7,3914,Varied,Limited,Weekly,Freemium,2022,False,False,8,Medium,105
5217,LeetCode,19.7,3.9,2693,Medium,No,Biweekly,Freemium,2015,False,False,10,Low,98
5218,HackerRank,2.1,3.6,1536,Hard,Yes,Occasionally,Free,2009,False,False,4,Medium,65
5219,HackerRank,20.2,4.0,1638,Varied,No,Occasionally,Paid,2017,False,False,6,Low,87
